Year,Description,Image Alt,Image Link,Month,News Title,News Description
2023,19 year old American wins Ladies’ singles US Open Crown! - (Sep’ 23),Cup of coco?,https://amul.com/files/hits/amul-hits-3383.jpg,9,Sheetal becomes first Indian woman to win two gold in single Asian Para Games,Teenaged armless archer Sheetal Devi became the first Indian woman to win two gold medals in a single edition of the Asian Para Games as the country’s record haul swelled to 99 on the penultimate day of competitions here on Friday.
2023,Tribute to Dr. Kurien on his 11th death anniversary! - (Sep’ 23),He was more milk,https://amul.com/files/hits/amul-hits-3381.jpg,9,Tribute to Dr. Kurien on his 11th death anniversary! - (Sep’ 23)He was more milk,
2023,The 2023 G20 Summit begins in New Delhi today… - (Sep’ 23),G bhar ke Khaaiye ji,https://amul.com/files/hits/amul-hits-3382.jpg,9,"India To Host Virtual G-20 Meeting On November 22, Ukraine War And Israel-Hamas War To Be On Agenda: Report","At the conclusion of the G-20 Summit in Delhi in September, the Indian government had announced that it would hold a virtual meeting of the grouping&#39;s leaders before the end of its presidency."
2023,Aditya L1 takes off towards the sun!  - (Sep’ 23),ISRO ka sanmaan!,https://amul.com/files/hits/amul-hits-3380.jpg,9,ISRO’s Seetha Somasundaram helped put India on the moon. Aditya-L1 is her latest success,"Until her retirement, the experimental physicist worked on landmark ISRO missions—India’s moon and Mars missions, Aditya-L1, and AstroSat."
2023,Celebrating our 4 x 400 meters team at the World Athletics Championships! - (Aug’ 23),Really relay proud of you!,https://amul.com/files/hits/amul-hits-3379.jpg,8,World Cup 2023: Glenn Maxwell; amateur golfer who has always been a freak,"Like his reverse sweeps for six off express pace, Maxwell&#39;s injuries are also freak. Last week, he suffered from concussion while sitting on the back of a golf car in Ahmedabad after a round on the greens. But as luck would go, he slipped and fell, leaving a bruise on his head and was left out of the England game due to concussion protocols."
2023,Neeraj Chopra wins India’s first ever gold at the World Athletics Championships! - (Aug’ 23),Javelwin,https://amul.com/files/hits/amul-hits-3378.jpeg,8,National Games 2023: Maharashtra crowned overall champions for first time in 29 years,Srihari Nataraj is the best male athlete and Sanyukta Kale &amp; Pranati Nayak are the best female athletes of the Games.
2023,Sprint sensation wins three golds at World Athletics Championships! - (Aug’ 23),Lyles ahead of ahead!,https://amul.com/files/hits/amul-hits-3377.jpg,8,Sprint sensation wins three golds at World Athletics Championships! - (Aug’ 23)Lyles ahead of ahead!,
2023,R. Praggnanandhaa’s mother contributes quietly to his success in chess!  - (Aug’ 23),Grand Ma aster!,https://amul.com/files/hits/amul-hits-3376.jpg,8,R. Praggnanandhaa’s mother contributes quietly to his success in chess!  - (Aug’ 23)Grand Ma aster!,
2023,Web series addresses many social issues!  - (Aug’ 23),Made in oven,https://amul.com/files/hits/amul-hits-3375.jpg,8,Web series addresses many social issues!  - (Aug’ 23)Made in oven,
2023,Movie ‘JAILER’s’ box office success is unstoppable! - (Aug’ 23),Tu maskavalaya!,https://amul.com/files/hits/amul-hits-3374.jpg,8,Movie ‘JAILER’s’ box office success is unstoppable! - (Aug’ 23)Tu maskavalaya!,
2023,Legendary conductor Zubin Mehta to perform in Mumbai!  - (Aug’ 23),Har Zubin pe!,https://amul.com/files/hits/amul-hits-3373.jpg,8,Legendary conductor Zubin Mehta to perform in Mumbai!  - (Aug’ 23)Har Zubin pe!,
2023,"Alia Bhatt make her Hollywood debut in action thriller, Heart of Stone!  - (Aug’ 23)",Wonder women!,https://amul.com/files/hits/amul-hits-3372.jpg,8,"&quot;So many dark spots, such bad skin&quot;: Alia Bhatt trolled for sharing makeup routine, flaunting her raw skin","While Alia enjoys a mammoth fan following on social media, there is a particular section of trolls on social media, who just pounce on everything Alia does, wears or says."
2023,MP’s flying kiss during Parliament speech sparks controversy!  - (Aug’ 23),Frying kiss!,https://amul.com/files/hits/amul-hits-3371.jpg,8,MP’s flying kiss during Parliament speech sparks controversy!  - (Aug’ 23)Frying kiss!,
2023,Bollywood’s latest blockbuster! - (Aug’ 23),Bread aur butter ki prem kahaani,https://amul.com/files/hits/amul-hits-3370.jpg,8,Bollywood’s latest blockbuster! - (Aug’ 23)Bread aur butter ki prem kahaani,
2023,Legendary Italian goalkeeper hangs up his boots!  - (Aug’ 23),Gianluigi get the buffet-on,https://amul.com/files/hits/amul-hits-3369.jpg,8,Legendary Italian goalkeeper hangs up his boots!  - (Aug’ 23)Gianluigi get the buffet-on,
2023,England's Bazball approach helps them win fifth test and draw the Ashes! - (Aug’ 23),Bazi jit liya!,https://amul.com/files/hits/amul-hits-3368.jpg,8,&#39;That is garbage&#39;: Marnus Labuschagne reacts as &#39;Bazball&#39; gets added to English dictionary,"Collins added the word &quot;bazball,&quot; which refers to the fiery way the England Test team plays. Marnus Labuschagne, a batter for Australia, called it &quot;garbage.&quot;"
2023,Adventure-Comedy-Fantasy movie causes waves! - (July’ 23),Barbieque party!,https://amul.com/files/hits/amul-hits-3367.jpg,7,Adventure-Comedy-Fantasy movie causes waves! - (July’ 23)Barbieque party!,
2023,Pop star Taylor Swift’s Eras tour set to break record in ticket sales! - (July’ 23),Want a Swift Snack,https://amul.com/files/hits/amul-hits-3366.jpg,7,Taylor Swift: Pop sensation’s re-recorded albums contributing to her success so far,"Taylor Swift has won hearts over the years. Every song released by the singer is loved by people across the world. However, a major contribution to Swifts career has been her re-recorded songs and albums."
2023,Twitter has a new logo! - (July’ 23),X-it of the bird?,https://amul.com/files/hits/amul-hits-3365.jpg,7,Twitter has a new logo! - (July’ 23)X-it of the bird?,
2023,Christopher Nolan’s war drama creates waves!  - (July’ 23),Oppen Yummier Butter!,https://amul.com/files/hits/amul-hits-3364.jpg,7,Christopher Nolan’s war drama creates waves!  - (July’ 23)Oppen Yummier Butter!,
2023,The world celebrates Emoji Day today! - (July’ 23),"Laoji, chakoji, khaoji, emoji!",https://amul.com/files/hits/amul-hits-3362.jpg,7,"The world celebrates Emoji Day today! - (July’ 23)Laoji, chakoji, khaoji, emoji!",
2023,Wimbledon has a new champion! - (July’ 23),Alcagrass champ!,https://amul.com/files/hits/amul-hits-3363.jpg,7,"Wimbledon expansion wins approval from local board, plan includes new stadium and 38 other courts","The expansion would take place on the former site of Wimbledon Park Golf Club, which the All England Club bought in 2018."
2023,Latest in ‘Mission Impossible’ franchise hits the cinemas! - (July’ 23),Dishin possible. Bread beckoning,https://amul.com/files/hits/amul-hits-3360.jpg,7,Latest in ‘Mission Impossible’ franchise hits the cinemas! - (July’ 23)Dishin possible. Bread beckoning,
2023,Chandrayaan 3 lifts off! - (July’ 23),Moon meetha karo!,https://amul.com/files/hits/amul-hits-3361.jpg,7,Chandrayaan 3 lifts off! - (July’ 23)Moon meetha karo!,
2023,Indian Badminton star wins Canada Open! - (July’ 23),Lakshya takes sen-ter stage!,https://amul.com/files/hits/amul-hits-3359.jpg,7,Badminton Star Lakshya Sen Seeks PM Modi&#39;s Help To Fix His Visa Issue For China Open,"India&#39;s star shuttler and 2022 Commonwealth Games gold medallist Lakshya Sen on Wednesday urged Prime Minister Narendra Modi, Union Minister Anurag Thakur and Minister of External Affairs S Jaishankar to resolve the visa issues to enable him to take part in Japan and China Opens."
2023,Tomato prices have gone through the roof! - (July’ 23),"See yellow, not red",https://amul.com/files/hits/amul-hits-3357.jpg,7,"Onion does a tomato, price triples in less than a month","Hyderabad: From being modestly priced at Rs 20 to Rs 30 per kg until recently, the cost of onion has now shot through the roof in Hyderabad with price."
2023,"Mark vs Musk, Twitter vs Threads! - (July’ 23)",Elon-e-jung!,https://amul.com/files/hits/amul-hits-3358.jpg,3,"Mark vs Musk, Twitter vs Threads! - (July’ 23)Elon-e-jung!",
2023,India win SAFF Championships for a record 9th time!- (July’ 23),Our football’s in safe hands!,https://amul.com/files/hits/amul-hits-3356.jpg,7,"Indian sports news wrap, November 5",Delhi’s Sachin Baisoya played a flawless final round of five-under 67 to outclass his nearest rivals and take home the trophy at the Rs 1.5 crore Jeev Milkha Singh Invitational Tournament in Chandigarh on Sunday.
2023,Amul unleashes White Revolution 2.0 in Andhra Pradesh! - (July’ 23),Andairy Pradesh!,https://amul.com/files/hits/amul-hits-3355.jpg,7,Amul unleashes White Revolution 2.0 in Andhra Pradesh! - (July’ 23)Andairy Pradesh!,
2023,Ashes and the run out controversy! - (July’ 23),Careless Bairstow or wicked keeper?,https://amul.com/files/hits/amul-hits-3354.jpg,7,Ashes and the run out controversy! - (July’ 23)Careless Bairstow or wicked keeper?,
2023,Former world champs fail to qualify for World Cup 2023!- (July’ 23),Gone with the windies!,https://amul.com/files/hits/amul-hits-3353.jpg,7,England&#39;s Chris Woakes slams his maiden World Cup fifty: Stats,"Woakes came to the middle after England were reduced to 192/6 from 133/1. Together, Woakes and Stokes took the Englishmen past 320. The former smashed a 45-ball 51, a knock laced with 5 fours and a six. It was Woakes&#39;s sixth half-century in ODI cricket and ..."
2023,Fifth and final instalment of blockbuster franchise releases in theatres!  - (July’ 23),"Yeh mera Indiana, Yeh mera Indiana!",https://amul.com/files/hits/amul-hits-3352.jpg,7,"Fifth and final instalment of blockbuster franchise releases in theatres!  - (July’ 23)Yeh mera Indiana, Yeh mera Indiana!",
2023,"Tribute to the advertising legend, creator of the Amul girl… - (June’ 23)",Your ideas were utterly buttery delicious,https://amul.com/files/hits/amul-hits-3351.jpg,6,"Tribute to the advertising legend, creator of the Amul girl… - (June’ 23)Your ideas were utterly buttery delicious",
2023,Celebrating world yoga day!  - (June’ 23),From asanrise to asanset!,https://amul.com/files/hits/amul-hits-3350.jpg,6,Celebrating world yoga day!  - (June’ 23)From asanrise to asanset!,
2023,"Star doubles team Satwiksairaj Rankireddy and Chirag Shetty win Indonesian Open, first Indians to win a Super 1000 event!  - (June’ 23)",Buddyminton!,https://amul.com/files/hits/amul-hits-3349.jpg,6,&quot;Lot more to achieve&quot;: Star shuttler Satwiksairaj admits top Indian duo&#39;s hunger to strive for more,"Satwiksairaj and Chirag clinched India&#39;s first-ever Asian Games gold medal in badminton, still, they are striving for more in the future, keeping the hunger alive and inspiring the next generation as well."
2023,Max Park breaks Rubik’s Cube world record! - (June’ 23),Cubesoorat record!,https://amul.com/files/hits/amul-hits-3348.jpg,6,Max Park breaks Rubik’s Cube world record! - (June’ 23)Cubesoorat record!,
2023,Master manager leads Man City to a treble! - (June’ 23),Guardiola of honour!,https://amul.com/files/hits/amul-hits-3347.jpg,6,Pep Guardiola accepts Man City gatecrashing party was ‘uncomfortable’ for elite,"Pep Guardiola believes ... Ferguson’s 1998-99 treble-winning side. Guardiola marvelled at how the fortunes of the clubs have switched ahead of Sunday’s Manchester derby at Old Trafford, where City could extend their lead between the teams to nine ..."
2023,Djokovic’s  French Open win makes him the winner of the most Grand Slams- 23!  - (June’ 23),He goat the most titles!,https://amul.com/files/hits/amul-hits-3346.jpg,6,ATP Paris Masters: Novak Djokovic defeats Grigor Dimitrov in final to win record-extending seventh title,"The 36-year-old Djokovic eclipsed his previous record set two years ago as the tournament&#39;s oldest champion, capturing his 40th Masters 1000 title and stretching his winning run to 18 matches."
2023,New augmented reality equipment that seamlessly blends the real from the digital world! - (June’ 23),"Ready, headset, go!",https://amul.com/files/hits/amul-hits-3345.jpg,6,"New augmented reality equipment that seamlessly blends the real from the digital world! - (June’ 23)Ready, headset, go!",
2023,Zlatan Ibrahimovic retires from football!  - (June’ 23),Final kic for Ibrahimovic!,https://amul.com/files/hits/amul-hits-3344.jpg,6,Zlatan Ibrahimović could return to help beleaguered AC Milan in backroom role,A beleaguered AC Milan could be set to call on its talismanic Swede yet again. Zlatan Ibrahimović officially retired at the end of last season with an emotional speech at
2023,"Ukrainian soldiers dance to Oscar winning, ‘Naatu Naatu’!  - (June’ 23)",Say naa tu war!,https://amul.com/files/hits/amul-hits-3343.jpg,6,"Ukrainian soldiers dance to Oscar winning, ‘Naatu Naatu’!  - (June’ 23)Say naa tu war!",
2023,Amul celebrates World Milk Day! - (June’ 23),Milk de sabko energy !,https://amul.com/files/hits/amul-hits-3341.jpg,6,Amul celebrates World Milk Day! - (June’ 23)Milk de sabko energy !,
2023,CSK win their 5th IPL title under MS Dhoni! - (June’ 23),Chennai skipper kings!,https://amul.com/files/hits/amul-hits-3342.jpg,6,CSK win their 5th IPL title under MS Dhoni! - (June’ 23)Chennai skipper kings!,
2023,The new Sansad Bhavan! - (May’ 23),Powerliament!,https://amul.com/files/hits/amul-hits-3340.jpg,5,The new Sansad Bhavan! - (May’ 23)Powerliament!,
2023,Shubman’s scintillating batting takes Gujarat Titans to final!  - (May’ 23),Khilte hain gill yanaha!,https://amul.com/files/hits/amul-hits-3339.jpg,5,ICC ODI batting ranking: Shubman Gill breaks Babar Azam&#39;s dominance at the top,"India&#39;s young batting sensation Shubman Gill has done what no other batter was able to achieve in almost three years of ODI cricket. He climbed to top position in the ICC ODI Batting Rankings, surpassing Babar Azam from Pakistan. Shubman now has 830 rating points, while Babar is at the second spot with 824 points."
2023,Tribute to the great pop music icon!  - (May’ 23),She was the best...simply the best,https://amul.com/files/hits/amul-hits-3338.jpg,5,EXCLUSIVE: Kyle Richards&#39; estranged husband Mauricio Umansky has been left &#39;miserable&#39; over their VERY public split and is desperate to keep things &#39;behind closed doors ...,Kyle referred to their split as a &#39;divorce&#39; for the first time last weekend in Las Vegas - a slip Mauricio had reportedly been &#39;dreading&#39; would happen.
2023,₹2000 notes to be discontinued!  - (May’ 23),"Now you currensee it, now you don’t?",https://amul.com/files/hits/amul-hits-3337.jpg,5,P-notes investment continues to swell for seventh month on robust macros,"The latest data includes the value of p-note investments in Indian equity, debt, and hybrid securities. Participatory notes (P-notes) are issued by registered Foreign Portfolio Investors (FPIs) to overseas investors who wish to be part of the Indian stock market without registering themselves directly."
2023,The all India heat wave makes people sweat! - (May’ 23),Jalte hain jiske liye,https://amul.com/files/hits/amul-hits-3336.jpg,5,"Past 12 months hottest year-long period in history, India among worst hit: Report","This is the hottest year-long period in recorded history, according to the analysis with 170 countries recording mean temperatures that exceeded 30-year normals"
2023,RR batsman smashes fastest ever 50 in IPL history! - (May’ 23),"Yashash, wi think you’re fab",https://amul.com/files/hits/amul-hits-3335.jpg,5,"RR batsman smashes fastest ever 50 in IPL history! - (May’ 23)Yashash, wi think you’re fab",
2023,Messi wooed by three football clubs! - (May’ 23),Who will he pick? Who will he kick?,https://amul.com/files/hits/amul-hits-3334.jpg,5,Messi wooed by three football clubs! - (May’ 23)Who will he pick? Who will he kick?,
2023,Cricketer Gill lends his voice to Indian Spider-Man! - (May’ 23),Shubderman!,https://amul.com/files/hits/amul-hits-3333.jpg,5,Cricketer Gill lends his voice to Indian Spider-Man! - (May’ 23)Shubderman!,
2023,he coronation of King Charles! - (May’ 23),Royaltea needs regal butter!,https://amul.com/files/hits/amul-hits-3332.jpg,5,he coronation of King Charles! - (May’ 23)Royaltea needs regal butter!,
2023,Kohli and Gambhir involved in ugly IPL spat! - (May’ 23),"Lest get refined, not fined.",https://amul.com/files/hits/amul-hits-3331.jpg,5,"Kohli and Gambhir involved in ugly IPL spat! - (May’ 23)Lest get refined, not fined.",
2023,PM Modi completes 100 episodes of ‘Mann ki Baat’! - (May’ 23),Ton ki baat!,https://amul.com/files/hits/amul-hits-3330.jpg,5,President Droupadi Murmu receives book on PM Modi&#39;s &#39;Mann Ki Baat&#39; compilation,"The book covers the journey of the now legendary radio broadcast &#39;Mann Ki Baat&#39; and celebrates the milestone of 100 episodes hosted by PM Modi on some of country&#39;s most burning issues. &#39;For me Mann Ki Baat is like a thaal of prasad (plateful of offerings) at the feet of God in the form of janata-janardhan,"
2023,Priyanka Chopra stars in exciting new web series! - (Apr’ 23),Citadelicious,https://amul.com/files/hits/amul-hits-3329.jpg,4,"Priyanka Chopra reveals she attended Naseeruddin Shah’s acting classes for 7 Khoon Maaf, here&#39;s what Pankaj Kapur advised her","Priyanka Chopra, the popular Bollywood actress, recently spoke about her film &#39;7 Khoon Maaf&#39; at the Jio MAMI Mumbai Film Festival 2023. She revealed t"
2023,Tribute to legendary singer-actor- activist! - (Apr’ 23),We’re sad to say you’re on your way…,https://amul.com/files/hits/amul-hits-3327.jpg,4,Tribute to legendary singer-actor- activist! - (Apr’ 23)We’re sad to say you’re on your way…,
2023,Tribute to ex-CM of Punjab and much revered leader! - (Apr’ 23),Har Dal ka bal,https://amul.com/files/hits/amul-hits-3328.jpg,4,Tribute to ex-CM of Punjab and much revered leader! - (Apr’ 23)Har Dal ka bal,
2023,Little Master honoured with gate at Sydney Cricket Ground to mark his birthday! - (Apr’ 23),A gate for an all time great!,https://amul.com/files/hits/amul-hits-3326.jpg,3,Sachin conferred Order of Australia,"In fact my favourite ground away from home is Sydney,&quot; he said ... about the late Australian batting great. He said, “The most memorable trip of Australia was when I was invited by Sir Don Bradman on his 90th birthday.” He further added, “When ..."
2023,Twitter removes blue ticks from verified accounts! - (Apr’ 23),Drastick step?,https://amul.com/files/hits/amul-hits-3325.jpg,4,Twitter removes blue ticks from verified accounts! - (Apr’ 23)Drastick step?,
2023,Apple first store in India opens in Mumbai! - (Apr’ 23),iMaska for all!,https://amul.com/files/hits/amul-hits-3324.jpg,4,Apple first store in India opens in Mumbai! - (Apr’ 23)iMaska for all!,
2023,"Diljit Dosanjh, first Indian artiste to perform  at prestigious music and arts festival! - (Apr’ 23)",Coachella ka Guru,https://amul.com/files/hits/amul-hits-3323.jpg,4,"Diljit Dosanjh, first Indian artiste to perform  at prestigious music and arts festival! - (Apr’ 23)Coachella ka Guru",
2023,Jupiter’s Icy Moons Explorer (JUICE) Misson launches… - (Apr’ 23),Have Juice with breakfast,https://amul.com/files/hits/amul-hits-3322.jpg,4,Jupiter’s Icy Moons Explorer (JUICE) Misson launches… - (Apr’ 23)Have Juice with breakfast,
2023,Tribute to a much loved and pioneering industrialist!- (Apr’ 23),Driven by passion and compassion,https://amul.com/files/hits/amul-hits-3321.jpg,4,Tribute to a much loved and pioneering industrialist!- (Apr’ 23)Driven by passion and compassion,
2023,KKR batsman’s last over heroics- five successive sixes! - (Apr’ 23),Back from the Brinku!,https://amul.com/files/hits/amul-hits-3320.jpg,4,"King Kohli turns 35, let&#39;s take a look at the accomplishments of India&#39;s &#39;Chase Master&#39;","Virat Kohli, the star Indian batsman widely regarded as one of the greatest to ever wield a cricket bat, is set to celebrate his 35th birthday on Saturday. From his early days, when he led India to a"
2023,Former U.S President indicted! - (Apr’ 23),Will they prez charges?,https://amul.com/files/hits/amul-hits-3319.jpg,4,Former U.S President indicted! - (Apr’ 23)Will they prez charges?,
2023,The concept of ‘Impact Player’ introduced in IPL 2023! - (Apr’ 23),Inpack player,https://amul.com/files/hits/amul-hits-3318.jpg,4,WPL auction for 2024 season to take place in Mumbai on 9 December: Report,There has been no communication from the Board of Control for Cricket in India (BCCI) about dates for the next WPL season and whether it will be played in a home-away format or not.
2023,Tribute to popular six hitting all-rounder! - (Apr’ 23),Salimji ko hamara akhri salaam…,https://amul.com/files/hits/amul-hits-3317.jpg,4,Tribute to popular six hitting all-rounder! - (Apr’ 23)Salimji ko hamara akhri salaam…,
2023,Indian women boxers create history in World Championships!  - (Mar’ 23),Sabka favourite box,https://amul.com/files/hits/amul-hits-3316.jpg,3,Indian women boxers create history in World Championships!  - (Mar’ 23)Sabka favourite box,
2023,Mumbai Indians win inaugural Women’s Premier League (WPL)!  - (Mar’ 23),Mumbai’s kaur strength,https://amul.com/files/hits/amul-hits-3315.jpg,3,WPL 2024 Players&#39; Auction Set to Held in Mumbai on December 9: Report,"Last month, as many as 60 players were retained by all five franchises, including 21 overseas, while 29 were released."
